,owner,fuel,year,selling_price,km_driven,transmission,mileage,engine,max_power,seats
5029,First Owner,Petrol,2019,4.2,30000,Manual,20.3,1086,68.0,5
5030,First Owner,Diesel,2016,19.5,120000,Manual,13.5,2477,175.56,7
5031,First Owner,Diesel,2013,5.41,112011,Manual,13.93,2179,138.1,7
5032,First Owner,Diesel,2015,9.0,125000,Manual,12.99,2494,100.6,7
5033,First Owner,Diesel,2015,9.0,125000,Manual,12.99,2494,100.6,7
5034,First Owner,Diesel,2009,2.5,43000,Manual,18.8,1248,90.0,5
5035,First Owner,Diesel,2019,6.7,53534,Manual,15.96,2523,62.1,7
5036,First Owner,Petrol,2019,5.3,20000,Manual,20.3,1199,83.81,5
5037,Second Owner,Diesel,2012,1.5,70000,Manual,25.44,936,57.6,5
5038,First Owner,Diesel,2015,6.5,150000,Manual,15.4,1997,120.0,7
5039,Second Owner,Diesel,2012,1.8,100000,Manual,19.4,1405,70.0,5
5040,First Owner,Diesel,2015,5.85,50000,Manual,16.55,2498,105.0,7
5041,Second Owner,Petrol,2013,3.45,120000,Manual,18.5,1197,82.85,5
5042,First Owner,Petrol,2016,7.25,140000,Manual,15.4,1497,117.3,7
5043,First Owner,Diesel,2012,2.5,120000,Manual,15.42,1405,70.0,7
5044,Second Owner,Petrol,2002,0.45,70000,Manual,16.1,796,37.0,4
5045,Second Owner,Petrol,2017,3.25,16500,Manual,23.01,999,67.0,5
5046,First Owner,Petrol,2016,3.5,9900,Manual,23.95,998,67.05,5
5047,Second Owner,Petrol,2010,1.5,100000,Manual,16.0,1368,90.0,5
5048,First Owner,Petrol,2020,7.0,20000,Manual,23.26,1197,88.5,5
5049,First Owner,Diesel,2016,7.95,90000,Manual,28.09,1248,88.5,5
5050,First Owner,Diesel,2019,9.5,15000,Manual,16.55,2498,105.0,6
5051,First Owner,Diesel,2018,8.85,75000,Automatic,21.5,1498,108.5,5
5052,First Owner,Diesel,2011,1.6,140000,Manual,21.1,1248,73.9,5
5053,Second Owner,Diesel,2012,3.0,120000,Manual,23.0,1396,90.0,5
5054,First Owner,Diesel,2018,9.5,75000,Automatic,21.5,1498,108.5,5
5055,First Owner,Diesel,2015,5.49,90000,Manual,20.77,1248,88.76,7
5056,First Owner,Diesel,2018,30.0,20000,Automatic,20.38,1968,143.0,5
5057,First Owner,Diesel,2015,12.0,61000,Manual,12.99,2494,100.6,7
5058,Second Owner,Diesel,2012,5.7,100000,Manual,21.8,1461,78.0,5
5059,Second Owner,Diesel,2017,8.0,60000,Manual,16.55,2498,105.0,6
5060,First Owner,Diesel,2009,3.75,100000,Manual,18.1,1493,110.0,5
5061,Second Owner,Petrol,2013,3.5,100000,Manual,16.78,1496,88.73,5
5062,Second Owner,Diesel,2011,4.0,120000,Manual,13.6,2523,63.0,7
5063,First Owner,Diesel,2015,4.34999,50000,Manual,20.14,1498,88.8,5
5064,First Owner,Petrol,2015,2.6,25000,Manual,22.74,796,47.3,5
5065,First Owner,Diesel,2013,4.5,24019,Manual,22.9,1248,74.0,5
5066,Second Owner,Diesel,2013,4.59999,80000,Manual,22.32,1582,126.32,5
5067,Second Owner,Diesel,2011,2.1,100000,Manual,21.1,1248,73.9,5
5068,Second Owner,Petrol,2015,5.4,93000,Manual,20.85,1197,83.14,5
5069,First Owner,Diesel,2017,7.1,50000,Manual,24.52,1248,88.5,7
5070,First Owner,Petrol,2018,2.85,22000,Manual,24.7,796,47.3,5
5071,First Owner,Diesel,2019,9.9,19600,Manual,22.1,1396,88.7,5
5072,First Owner,Petrol,2017,3.62,104000,Manual,15.64,1193,64.1,5
5073,First Owner,Diesel,2017,8.8,33000,Manual,23.0,1498,98.96,5
5074,First Owner,Diesel,2017,7.0,60000,Manual,18.49,1493,100.0,7
5075,First Owner,Diesel,2016,6.0,60000,Manual,15.96,2523,63.0,9
5076,First Owner,Petrol,2015,7.0,40000,Manual,13.24,1598,102.5,5
5077,First Owner,Diesel,2016,4.0,60000,Manual,27.28,1047,69.0,5
5078,Second Owner,Diesel,2007,3.5,376412,Manual,12.8,2494,102.0,8
5079,First Owner,Petrol,2012,1.8,70000,Manual,17.92,1086,62.1,5
5080,First Owner,Diesel,2014,3.7,183000,Manual,15.96,2523,63.0,9
5081,First Owner,Diesel,2018,8.0,27000,Manual,24.3,1248,88.5,5
5082,First Owner,Diesel,2017,9.0,35000,Manual,23.0,1498,98.96,5
5083,First Owner,Diesel,2013,3.9,120000,Manual,22.9,1248,74.0,5
5084,Second Owner,Diesel,2014,4.45,80000,Manual,23.4,1248,74.0,5
5085,Second Owner,Diesel,2009,2.0,120000,Manual,21.1,1248,73.9,5
5086,Second Owner,Petrol,2012,3.5,72000,Manual,17.5,1197,85.8,5
5087,Second Owner,Diesel,2007,0.95,120000,Manual,12.0,2092,127.0,7
5088,First Owner,Diesel,2014,5.5,250000,Manual,23.59,1364,67.04,5
5089,First Owner,Diesel,2016,9.0,100000,Manual,13.58,2499,72.4,9
5090,Second Owner,Diesel,2013,3.5,120000,Manual,15.3,2956,83.83,7
5091,First Owner,Petrol,2015,3.25,50000,Automatic,19.34,1198,76.0,5
5092,First Owner,Petrol,2014,4.55999,32000,Manual,18.9,1197,82.0,5
5093,First Owner,Petrol,2008,1.29,60000,Manual,19.7,796,46.3,5
5094,First Owner,Petrol,2017,2.54,40000,Manual,24.7,796,47.3,5
5095,First Owner,Diesel,2014,5.7,48000,Manual,21.7,1498,98.96,5
5096,First Owner,Diesel,2018,8.4,30000,Manual,19.87,1461,83.14,5
5097,Second Owner,Diesel,2010,2.35,100000,Manual,13.93,2179,138.1,7
5098,First Owner,Diesel,2016,7.0,50000,Manual,18.49,1493,100.0,7
5099,First Owner,Petrol,2018,5.28,5000,Manual,18.9,1197,81.86,5
5100,First Owner,Diesel,2017,15.0,12000,Manual,17.1,1956,170.0,5
5101,First Owner,Diesel,2016,5.6,72000,Manual,15.96,2523,63.0,9
5102,First Owner,Diesel,2016,6.0,70000,Manual,15.96,2523,63.0,9
5103,Second Owner,Petrol,2007,1.02,50000,Manual,15.26,1150,74.9,5
5104,Second Owner,Diesel,2014,7.5,70000,Manual,15.1,2179,140.0,7
5105,First Owner,Petrol,2015,6.5,50000,Manual,21.4,1197,83.1,5
5106,First Owner,Petrol,2012,3.1,40000,Manual,16.47,1198,73.9,5
5107,First Owner,Petrol,2014,4.8,30000,Manual,19.1,1197,82.0,5
5108,First Owner,Petrol,2018,3.2,15000,Manual,24.7,796,47.3,5
5109,First Owner,Petrol,2015,7.5,40000,Manual,17.4,1497,117.3,5
5110,First Owner,Petrol,2017,3.7,40000,Manual,19.49,1198,67.04,5
5111,First Owner,Petrol,2013,4.2,67000,Manual,18.6,1197,85.8,5
5112,Second Owner,Petrol,2010,2.4,60000,Manual,17.5,1298,85.8,5
5113,First Owner,Petrol,2017,2.2,60000,Manual,22.5,999,67.0,5
5114,First Owner,Petrol,2016,3.5,30000,Manual,23.84,1199,84.0,5
5115,First Owner,Diesel,2018,6.75,40000,Manual,25.8,1498,98.6,5
5116,Second Owner,Petrol,2016,4.34999,50000,Manual,18.16,1197,78.8,5
5117,Second Owner,Petrol,2016,4.0,14000,Manual,18.15,1198,82.0,6
5118,First Owner,Diesel,2015,4.25,70000,Manual,13.58,2499,72.4,9
5119,Second Owner,Diesel,2010,3.11,94000,Manual,21.1,1248,75.0,5
5120,First Owner,Diesel,2015,5.09999,197000,Manual,13.58,2499,72.4,10
5121,Second Owner,Diesel,2015,5.3,79000,Manual,25.83,1498,99.0,5
5122,Second Owner,Diesel,2008,2.1,120000,Manual,18.7,1896,66.0,5
5123,First Owner,Diesel,2019,9.77,30000,Manual,17.3,1497,121.0,8
5124,First Owner,Petrol,2018,4.4,20000,Manual,20.51,998,67.04,5
5125,First Owner,Petrol,2018,4.4,17000,Manual,20.51,998,67.04,5
5126,First Owner,Petrol,2018,6.55,20000,Manual,18.6,1197,81.83,5
5127,First Owner,Petrol,2016,2.95,60000,Manual,25.17,799,53.3,5
5128,First Owner,Petrol,2018,6.55,20000,Manual,18.6,1197,81.83,5
5129,First Owner,Diesel,2017,12.0,150000,Manual,17.6,2179,153.86,7
5130,First Owner,Diesel,2017,12.51,35000,Manual,17.6,2179,153.86,7
5131,First Owner,Diesel,2010,2.0,60000,Manual,23.03,1396,69.0,5
5132,First Owner,Diesel,2016,7.5,40000,Manual,21.19,1396,88.73,5
5133,First Owner,Petrol,2017,4.75,57000,Manual,17.8,1198,86.7,5
5134,Second Owner,Diesel,2012,1.1,120000,Manual,17.8,1405,70.0,5
5135,First Owner,Petrol,2017,3.5,30000,Manual,23.01,999,67.0,5
5136,First Owner,Diesel,2016,4.5,175000,Manual,23.4,1248,74.0,5
5137,First Owner,Diesel,2010,1.5,90000,Manual,17.0,1405,70.0,5
5138,Second Owner,Diesel,2009,0.8,110000,Manual,17.2,1396,53.5,5
5139,Second Owner,Petrol,2015,4.3,35000,Manual,18.6,1197,81.83,5
5140,First Owner,Diesel,2017,14.5,81000,Manual,13.68,2393,147.8,7
5141,First Owner,Diesel,2011,3.6,100000,Manual,18.3,1991,147.9,5
5142,First Owner,Diesel,2017,14.45,60000,Automatic,17.6,2179,153.86,7
5143,First Owner,Diesel,2016,6.7,60000,Manual,26.0,1498,98.6,5
5144,First Owner,Petrol,2016,20.0,70000,Automatic,13.7,1991,183.0,5
5145,First Owner,Diesel,2015,4.4,50000,Manual,25.8,1498,98.6,5
5146,First Owner,Diesel,2012,2.54999,90000,Manual,23.0,1396,90.0,5
5147,First Owner,Petrol,2018,5.3,65000,Manual,19.02,1198,67.05,7
5148,Second Owner,Diesel,2016,8.9,40000,Manual,16.0,1997,140.0,7
5149,Second Owner,Diesel,2013,2.8,80000,Manual,22.07,1199,73.9,5
5150,First Owner,Petrol,2017,7.25,35000,Automatic,21.21,1197,81.8,5
5151,First Owner,Diesel,2016,7.0,30000,Manual,18.49,1493,100.0,7
5152,First Owner,Petrol,2007,0.9,70000,Manual,18.2,998,67.1,5
5153,Second Owner,Petrol,2015,2.87,100000,Manual,19.81,1086,68.05,5
5154,First Owner,Petrol,2018,13.8,55000,Automatic,14.8,1591,121.3,5
5155,Second Owner,Diesel,2013,7.5,80000,Manual,12.99,2494,100.6,7
5156,First Owner,Petrol,2016,6.5,40000,Manual,17.43,1396,105.5,5
5157,Second Owner,Petrol,2013,2.4,108916,Manual,20.51,998,67.04,5
5158,Second Owner,Petrol,2013,2.9,40000,Manual,21.1,814,55.2,5
5159,First Owner,Petrol,2014,2.29999,80000,Manual,21.1,814,55.2,5
5160,Second Owner,Diesel,2016,10.0,50000,Manual,26.0,1498,98.6,5
5161,Second Owner,Petrol,2012,2.0,90000,Manual,17.92,1086,62.1,5
5162,First Owner,Diesel,2012,3.3,90000,Manual,23.0,1396,90.0,5
5163,First Owner,Diesel,2009,2.0,70000,Manual,21.1,1248,73.9,5
5164,First Owner,Diesel,2018,4.2,31000,Manual,25.32,1198,77.0,6
5165,Second Owner,Diesel,2009,2.6,120000,Manual,19.3,1248,73.9,5
5166,First Owner,Petrol,2016,5.9,40000,Manual,18.6,1197,81.83,5
5167,First Owner,Diesel,2015,5.45,180000,Manual,25.2,1248,74.0,5
5168,Second Owner,Petrol,2011,2.1,90000,Manual,18.9,998,67.1,5
5169,Second Owner,Petrol,2008,1.85,110000,Manual,17.7,1497,78.0,5
5170,Second Owner,Petrol,2006,1.25,59000,Manual,18.9,998,67.1,5
5171,Second Owner,Petrol,2014,2.8,60000,Manual,21.1,814,55.2,5
5172,Second Owner,Petrol,2005,0.98,70000,Manual,18.9,998,67.1,5
5173,First Owner,Diesel,2009,1.0,190000,Manual,17.0,1405,71.0,5
5174,First Owner,Diesel,2013,2.5,180000,Manual,20.8,1461,64.1,5
5175,Second Owner,Diesel,2010,7.5,150000,Manual,11.5,2982,171.0,7
5176,Second Owner,Diesel,2007,1.6,130000,Manual,16.52,1991,123.7,5
5177,Second Owner,Diesel,2013,5.09999,120000,Automatic,22.32,1582,126.3,5
5178,Second Owner,Diesel,2009,0.95,80000,Manual,17.88,1396,52.8,5
5179,Second Owner,Diesel,2014,5.25,80000,Manual,22.32,1582,126.32,5
5180,First Owner,Petrol,2017,2.78,20000,Manual,22.5,999,67.0,5
5181,Second Owner,Petrol,1997,0.5,60000,Manual,16.1,796,37.0,4
5182,First Owner,Petrol,2019,6.75,10000,Manual,21.21,1197,81.8,5
5183,Second Owner,Diesel,2016,6.0,147000,Manual,26.59,1248,74.0,5
5184,First Owner,Diesel,2018,9.5,51000,Manual,25.1,1248,88.5,5
5185,First Owner,Diesel,2009,6.0,220000,Manual,12.8,2494,102.0,8
5186,First Owner,Petrol,2017,3.3,20000,Manual,24.7,796,47.3,5
5187,First Owner,Petrol,2017,3.5,40000,Manual,23.95,998,67.05,5
5188,First Owner,Petrol,2016,5.6,35000,Manual,16.2,1199,74.0,5
5189,First Owner,Petrol,2017,4.4,30000,Manual,20.51,998,67.04,5
5190,Second Owner,Petrol,2011,2.2,90000,Manual,19.0,998,66.1,5
5191,Second Owner,Diesel,2017,7.5,110000,Manual,28.4,1248,74.02,5
5192,First Owner,Diesel,2015,8.0,140000,Manual,15.1,2179,140.0,7
5193,Second Owner,Diesel,2007,0.59259,104000,Manual,17.2,1396,53.5,5
5194,First Owner,Petrol,2018,7.4,9000,Automatic,21.4,1197,83.1,5
5195,Second Owner,Petrol,2019,5.7,19000,Automatic,20.89,1197,81.8,5
5196,First Owner,Petrol,2017,4.3,20000,Automatic,20.51,998,67.0,5
5197,First Owner,Diesel,2016,8.0,70000,Manual,24.3,1248,88.5,5
5198,First Owner,Diesel,2015,4.5,53000,Manual,24.0,1120,70.0,5
5199,Second Owner,Diesel,2013,4.2,105000,Manual,23.4,1248,74.0,5
5200,First Owner,Diesel,2015,7.5,16000,Manual,18.06,2523,63.0,7
5201,First Owner,Petrol,2019,7.8,7200,Manual,21.1,998,100.5,5
5202,Second Owner,Diesel,2011,3.2,77000,Manual,22.07,1199,73.9,5
5203,First Owner,Diesel,2017,6.9,40000,Manual,25.32,1198,77.0,6
5204,Second Owner,Diesel,2012,3.75,70000,Manual,19.3,1248,73.9,5
5205,First Owner,Petrol,2017,6.2,50000,Manual,18.12,1196,86.8,5
5206,Second Owner,Petrol,2016,3.7,58000,Manual,15.37,1196,73.0,7
5207,First Owner,Diesel,2013,7.7,85000,Manual,16.55,2498,105.0,7
5208,First Owner,Petrol,2014,5.0,65000,Manual,19.1,1197,81.86,5
5209,First Owner,Diesel,2017,4.5,120000,Manual,25.32,1198,77.0,6
5210,Second Owner,Petrol,2013,1.95,50000,Manual,17.92,1086,62.1,5
5211,First Owner,Petrol,2018,4.72,30000,Automatic,20.51,998,67.0,5
5212,Second Owner,Petrol,2014,2.5,58000,Manual,23.95,998,67.05,5
5213,Second Owner,Diesel,2011,1.65,70000,Manual,25.44,936,57.6,5
5214,Second Owner,Diesel,2018,5.25,110000,Manual,20.65,1248,88.7,5
5215,First Owner,Diesel,2013,3.25,100000,Manual,22.3,1248,88.8,5
5216,Second Owner,Diesel,2017,6.6,60000,Manual,16.5,1493,70.0,7
5217,Second Owner,Diesel,2014,3.1,90000,Manual,19.68,1399,67.0,5
5218,First Owner,Diesel,2008,2.5,200000,Manual,13.6,2523,63.0,7
5219,Second Owner,Diesel,2014,3.3,100000,Manual,19.68,1399,67.0,5
5220,Second Owner,Diesel,2012,2.5,80000,Manual,20.0,1399,68.0,5
5221,First Owner,Diesel,2017,6.5,60000,Automatic,17.45,1493,100.0,7
5222,First Owner,Petrol,2016,3.05,40000,Manual,23.95,998,67.05,5
5223,First Owner,Diesel,2015,6.0,50000,Manual,26.21,1248,88.5,5
5224,First Owner,Petrol,2015,2.8,110000,Manual,20.51,998,67.04,5
5225,Second Owner,Diesel,2011,1.53,50000,Manual,23.57,1396,70.0,5
5226,First Owner,Diesel,2018,7.0,30000,Manual,18.49,1493,100.0,7
5227,First Owner,Petrol,2017,3.25,40000,Manual,25.17,799,53.3,5
5228,First Owner,Petrol,2016,3.05,40000,Manual,23.95,998,67.05,5
5229,Second Owner,Petrol,2006,1.55,70000,Manual,16.1,796,37.0,4
5230,First Owner,Petrol,2016,5.0,15000,Manual,20.4,1197,81.8,5
5231,Second Owner,Diesel,2004,1.2,150000,Manual,13.6,2523,63.0,7
5232,First Owner,Diesel,2010,3.55,116000,Manual,18.7,1896,66.0,5
5233,First Owner,Diesel,2015,6.0,80000,Manual,23.9,1582,126.32,5
5234,First Owner,Diesel,2018,6.85,26000,Manual,28.4,1248,74.0,5
5235,First Owner,Diesel,2018,5.09999,100000,Manual,28.4,1248,74.0,5
5236,First Owner,Diesel,2017,6.5,82050,Manual,19.3,1248,73.9,5
5237,Second Owner,Diesel,2012,6.75,120000,Manual,15.1,2179,140.0,7
5238,First Owner,Petrol,2018,3.19,30000,Automatic,24.04,999,67.0,5
5239,First Owner,Petrol,2019,6.4,6000,Manual,19.5,1199,88.76,5
5240,First Owner,Petrol,2017,6.5,30000,Manual,18.6,1197,81.83,5
5241,First Owner,Diesel,2015,6.5,70000,Manual,20.77,1248,88.76,7
5242,First Owner,Diesel,2015,6.5,70000,Manual,20.77,1248,88.76,7
5243,First Owner,Diesel,2008,1.75,120000,Manual,17.8,1248,75.0,5
5244,Second Owner,Diesel,2014,4.3,80000,Manual,24.0,1120,70.0,5
5245,Second Owner,Diesel,2008,0.65,110000,Manual,17.2,1396,53.5,5
5246,First Owner,Petrol,2019,6.2,13000,Manual,17.19,1197,81.86,5
5247,Second Owner,Petrol,2013,2.5,60000,Manual,14.09,1596,99.6,5
5248,First Owner,Diesel,2011,2.75,165000,Manual,21.1,1248,73.9,5
5249,Second Owner,Diesel,2013,4.54,120000,Manual,13.58,2499,72.4,10
5250,Second Owner,Diesel,2017,6.0,30000,Manual,18.49,1493,100.0,7
5251,Second Owner,Diesel,2011,4.0,100000,Manual,20.54,1598,103.6,5
5252,Second Owner,Diesel,2007,1.8,187000,Manual,19.2,1461,65.0,5
5253,First Owner,Diesel,2016,7.5,70000,Manual,24.3,1248,88.5,5
5254,First Owner,Petrol,2016,5.0,40000,Manual,20.4,1197,81.8,5
5255,First Owner,Petrol,2019,8.4,1500,Automatic,18.2,1199,88.7,5
5256,First Owner,Diesel,2015,10.0,46000,Manual,24.5,1498,98.6,7
5257,First Owner,Diesel,2017,7.4,24400,Manual,27.39,1248,74.0,5
5258,First Owner,Diesel,2014,5.2,48000,Manual,25.8,1498,98.6,5
5259,First Owner,Diesel,2018,6.5,114000,Manual,14.95,2489,93.7,7
5260,Second Owner,Diesel,2011,4.3,120000,Manual,19.3,1248,73.9,5
5261,First Owner,Diesel,2013,3.6,144000,Manual,21.9,1396,88.8,5
5262,First Owner,Diesel,2013,3.5,144000,Manual,21.9,1396,88.8,5
5263,First Owner,Diesel,2016,7.91,190000,Manual,24.3,1248,88.5,5
5264,Second Owner,Diesel,2015,9.5,190000,Manual,12.99,2494,100.6,7
5265,First Owner,Diesel,2019,6.9,20000,Manual,28.4,1248,74.0,5
5266,Second Owner,Diesel,2017,8.6,40000,Manual,22.0,1582,126.2,5
5267,First Owner,Diesel,2012,3.71,100000,Manual,19.3,1248,73.9,5
5268,Second Owner,Diesel,2008,0.45,60000,Manual,16.8,1405,68.0,5
5269,First Owner,Diesel,2006,0.55,201000,Manual,17.8,1399,68.0,5
5270,First Owner,Diesel,2011,2.4,110000,Manual,20.54,1598,103.6,5
5271,Second Owner,Diesel,2014,4.95,77215,Manual,25.2,1248,74.0,5
5272,First Owner,Petrol,2017,8.9,18300,Manual,17.8,1497,117.3,5
5273,First Owner,Diesel,2019,14.5,10000,Manual,17.3,1497,121.0,7
5274,Second Owner,Diesel,2008,2.6,100000,Manual,17.8,1248,75.0,5
5275,Second Owner,Diesel,2013,20.0,35000,Automatic,17.68,1968,174.33,5
5276,First Owner,Petrol,2017,3.0,10000,Manual,21.1,814,55.2,5
5277,First Owner,Petrol,2017,3.8,50000,Manual,23.1,998,67.04,5
5278,First Owner,Petrol,2017,4.8,60000,Manual,18.9,1197,81.86,5
5279,Second Owner,Petrol,2016,2.4,35000,Manual,22.74,796,47.3,5
5280,First Owner,Petrol,2014,5.0,33400,Manual,17.43,1396,105.5,5
5281,First Owner,Petrol,2015,4.2,36000,Manual,20.4,1197,83.11,5
5282,Second Owner,Diesel,2011,1.3,180000,Manual,20.0,1399,68.0,5
5283,First Owner,Petrol,2012,1.1,80000,Manual,20.92,998,67.1,5
5284,Second Owner,Petrol,2007,1.2,120000,Manual,19.7,796,46.3,5
5285,First Owner,Diesel,2017,7.0,80000,Automatic,28.4,1248,74.02,5
5286,First Owner,Diesel,2018,5.5,120000,Manual,28.4,1248,74.02,5
5287,Second Owner,Diesel,2014,1.9,110000,Manual,19.09,1405,69.01,5
5288,First Owner,Diesel,2018,6.65,70000,Manual,23.59,1364,67.04,5
5289,Second Owner,Diesel,2014,4.45,120000,Manual,14.95,2489,93.7,7
5290,First Owner,Diesel,2009,3.3,180000,Manual,13.6,1991,142.0,5
5291,First Owner,Diesel,2012,2.7,80000,Manual,21.02,1248,88.76,5
5292,First Owner,Diesel,2015,10.44999,70000,Automatic,16.0,2179,140.0,7
5293,First Owner,Diesel,2009,2.79,117000,Manual,17.8,1248,75.0,5
5294,First Owner,Petrol,2018,6.2,15000,Manual,20.4,1194,94.93,5
5295,Second Owner,Diesel,2007,2.5,100000,Manual,16.6,1896,122.4,5
5296,First Owner,Petrol,2012,4.75,83000,Automatic,15.74,1591,121.3,5
5297,First Owner,Diesel,2016,7.5,67600,Automatic,14.81,1998,163.7,5
5298,Second Owner,Diesel,2015,12.5,160000,Manual,13.5,2477,178.0,7
5299,Second Owner,Petrol,2014,2.5,80000,Manual,21.1,814,55.2,5
5300,First Owner,Diesel,2013,4.45,100000,Manual,25.8,1498,98.6,5
5301,First Owner,Diesel,2010,4.0,100000,Manual,15.0,1896,105.0,5
5302,Second Owner,Diesel,2010,3.5,90000,Manual,23.0,1396,90.0,5
5303,First Owner,Diesel,2012,2.95,140000,Manual,20.5,1598,103.5,5
5304,First Owner,Petrol,2018,6.0,25000,Manual,21.21,1197,81.8,5
5305,First Owner,Diesel,2018,16.5,20000,Manual,13.68,2393,147.8,8
5306,First Owner,Petrol,2012,1.0,30000,Manual,16.1,796,37.0,4
5307,First Owner,Petrol,2018,6.9,13000,Manual,20.4,1194,94.93,5
5308,First Owner,Petrol,2018,7.1,42000,Manual,18.6,1197,81.83,5
5309,Second Owner,Petrol,2018,3.5,10000,Manual,20.3,998,68.05,5
5310,First Owner,Petrol,2012,2.2,13000,Manual,20.92,998,67.1,5
5311,First Owner,Petrol,2019,7.0,6500,Manual,20.0,999,72.0,7
5312,Second Owner,Petrol,2013,1.98,49500,Manual,21.1,814,55.2,5
5313,First Owner,Diesel,2011,3.5,50000,Manual,23.0,1396,90.0,5
5314,Second Owner,Diesel,2011,2.1,175000,Manual,23.57,1396,70.0,5
5315,Second Owner,Diesel,2011,2.1,175000,Manual,23.03,1396,69.0,5
5316,Second Owner,Petrol,2012,3.8,112048,Manual,17.5,1298,85.8,5
5317,First Owner,Diesel,2015,9.44999,41000,Manual,15.1,2179,140.0,7
5318,First Owner,Diesel,2016,6.2,120000,Manual,13.58,2499,72.4,10
5319,First Owner,Diesel,2018,7.8,116000,Manual,23.59,1364,67.05,5
5320,First Owner,Petrol,2020,4.45,1000,Manual,21.21,1197,81.8,5
5321,First Owner,Petrol,2018,5.75,15000,Automatic,17.36,1197,81.86,5
5322,First Owner,Diesel,2018,9.75,5000,Manual,25.1,1248,88.5,5
5323,First Owner,Petrol,2019,4.5,3500,Manual,23.84,1199,83.83,5
5324,First Owner,Diesel,2017,4.95,56000,Manual,25.83,1498,99.0,5
5325,First Owner,Diesel,2013,8.3,215000,Manual,12.99,2494,100.0,7
5326,First Owner,Diesel,2012,8.0,40000,Manual,15.1,2179,140.0,7
5327,Second Owner,Diesel,2013,3.0,120000,Manual,23.2,1248,73.94,5
5328,Second Owner,Diesel,2003,2.0,120000,Manual,10.5,2179,120.0,7
5329,First Owner,Diesel,2017,8.0,15000,Manual,23.9,1582,126.2,5
5330,First Owner,Diesel,2017,7.5,50000,Manual,22.27,1498,108.6,5
5331,First Owner,Petrol,2017,2.54999,34000,Manual,21.1,814,55.2,5
5332,Second Owner,Diesel,2016,7.25,54000,Manual,24.52,1248,88.5,7
5333,Second Owner,Diesel,2016,18.59,40000,Automatic,19.7,2143,134.1,5
5334,First Owner,Petrol,2012,1.45,120000,Manual,18.6,1199,79.4,5
5335,First Owner,Petrol,2018,7.5,15000,Manual,17.0,1198,108.5,5
5336,First Owner,Diesel,2017,6.55,50000,Automatic,22.0,1498,108.495,5
5337,Second Owner,Diesel,2011,2.1,84000,Manual,20.0,1399,68.0,5
5338,First Owner,Petrol,2011,4.5,50000,Manual,17.0,1497,118.0,5
5339,First Owner,Diesel,2015,5.8,52000,Manual,25.83,1498,99.0,5
5340,First Owner,Petrol,2019,4.3,18500,Manual,20.3,1086,68.0,5
5341,First Owner,Diesel,2012,1.55,50000,Manual,23.03,1396,69.0,5
5342,First Owner,Petrol,2017,2.4,35000,Manual,22.5,999,67.0,5
5343,First Owner,Petrol,2016,5.4,15500,Manual,16.78,1496,88.73,5
5344,First Owner,Diesel,2013,2.5,120000,Manual,19.09,1396,69.0,5
5345,First Owner,Diesel,2012,2.6,60000,Manual,25.0,1396,69.0,5
5346,Second Owner,Diesel,2011,5.5,80000,Manual,12.05,2179,120.0,9
5347,First Owner,Diesel,2015,6.0,136000,Manual,19.01,1461,108.45,5
5348,First Owner,Diesel,2017,5.5,15000,Manual,25.83,1498,99.0,5
5349,Second Owner,Diesel,2011,3.7,110000,Manual,13.6,2523,63.0,7
5350,Second Owner,Petrol,2008,2.5,100000,Manual,19.81,1086,68.05,5
5351,First Owner,Diesel,2010,2.0,110000,Manual,17.0,1405,71.0,5
5352,Second Owner,Diesel,1999,1.5,198000,Manual,14.8,1998,68.0,5
5353,First Owner,Petrol,2010,2.9,65000,Manual,15.64,1193,64.1,5
5354,First Owner,Diesel,2018,8.89,20000,Manual,28.09,1248,88.5,5
5355,First Owner,Petrol,2016,4.0,60000,Manual,17.0,1198,73.75,5
5356,First Owner,Petrol,2018,3.9,13120,Manual,25.17,799,53.3,5
5357,First Owner,Diesel,2017,15.5,87500,Manual,17.1,1956,170.0,5
5358,First Owner,Diesel,2014,6.0,125000,Manual,22.32,1582,126.32,5
5359,First Owner,Petrol,2018,8.0,25000,Automatic,17.4,1197,81.86,5
5360,First Owner,Petrol,2015,7.95,35000,Manual,17.01,1591,121.3,5
5361,First Owner,Diesel,2016,7.35,25000,Manual,22.54,1396,88.73,5
5362,First Owner,Petrol,2018,4.0,25000,Automatic,24.04,999,67.0,5
5363,Second Owner,Diesel,2005,1.3,79000,Manual,13.1,1493,82.0,5
5364,First Owner,Diesel,2015,6.0,125000,Manual,21.04,1461,83.8,8
5365,First Owner,Diesel,2014,3.95,140000,Manual,14.0,2489,95.0,8
5366,First Owner,Diesel,2016,7.2,80000,Manual,21.19,1396,88.73,5
5367,First Owner,Petrol,2018,7.0,25000,Manual,18.16,1196,86.8,5
5368,First Owner,Diesel,2015,10.0,46000,Manual,24.5,1498,98.6,7
5369,First Owner,Petrol,2020,5.0,1000,Manual,20.3,1086,68.07,5
5370,Second Owner,Petrol,2007,1.25,60000,Manual,16.1,796,37.0,4
5371,First Owner,Diesel,2015,6.9,80000,Manual,21.04,1461,83.8,8
5372,First Owner,Diesel,2017,15.5,120000,Manual,17.1,1956,170.0,5
5373,Second Owner,Petrol,2013,1.7,110000,Manual,15.3,1193,65.3,5
5374,Second Owner,Diesel,2013,9.5,80000,Manual,19.33,1968,138.1,5
